18,756
22,2203
179,1144
204,1136
235,785
235,819
236,800
362,883
509,359
539,2830
610,2830
618,2836
630,832
667,3058
673,3061
711,1333
718,1334
774,540
774,546
794,1975
802,1903
860,1615
915,1910
940,1384
1002,2014
1006,1371
1017,1997
1021,681
1031,881
1031,893
1036,1252
1042,1295
1055,853
1059,918
1135,2200
1298,2924
1332,2629
1372,1262
1379,1262
1457,823
1488,1205
1492,291
1501,3042
1513,1214
1514,3048
1526,2072
1533,3066
1540,1947
1593,1327
1602,3163
1624,2472
1642,1156
1649,1139
1669,1872
1670,1027
1682,1886
1695,2023
1705,2023
1726,913
1784,861
1797,816
1828,2432
1836,2186
1861,2432
1914,1172
1914,1199
1998,2071
2134,1314
2192,1312
2193,1383
2233,1566
2318,973
2318,993
21,2690
41,1103
42,655
49,1846
49,2150
51,2837
63,968
74,2690
86,648
97,2811
105,2393
116,1206
135,2026
140,1672
145,2450
157,1247
170,2293
209,3083
222,1908
234,1777
237,456
238,645
256,2810
272,1233
278,1289
285,2977
288,1590
325,1994
343,1535
344,2839
350,2311
351,1678
355,2010
355,3048
388,2081
389,2839
394,2645
411,2384
429,1493
435,2193
439,1290
458,2427
479,3183
486,468
506,1525
517,1039
529,1740
546,1196
565,2479
575,1005
590,1682
590,1739
607,2574
609,1793
609,1898
633,507
636,1671
646,1947
646,2132
651,1243
651,1334
669,1171
700,2411
700,2515
707,1544
713,1107
715,3214
733,885
736,1019
747,754
771,3167
773,2640
776,646
786,366
795,2355
803,1568
841,1767
841,3300
845,2300
849,1937
857,516
869,973
870,2947
883,1203
892,1293
931,770
945,2216
952,1674
997,3210
1023,673
1028,364
1028,425
1053,1075
1053,1156
1067,1397
1068,2456
1081,2375
1115,1493
1127,1462
1139,3156
1171,1463
1174,1291
1230,320
1234,997
1234,2283
1257,3350
1320,2483
1322,2960
1339,2377
1354,411
1367,2204
1375,1612
1394,1219
1394,1513
1431,2258
1436,1037
1456,1371
1481,3128
1501,944
1502,675
1512,533
1518,2155
1522,822
1531,1575
1537,2287
1570,1600
1583,2353
1589,1146
1600,481
1613,3224
1642,1738
1650,828
1651,2877
1659,1770
1668,645
1681,1311
1697,1606
1705,1336
1708,1715
1727,2446
1749,1700
1781,2419
1796,3121
1808,2243
1838,854
1840,1017
1858,532
1875,1040
1906,2616
1908,1830
1912,2100
1919,1526
1940,1839
1953,976
1953,1271
1976,806
1986,1396
1996,2020
2060,2709
2067,1463
2071,1609
2077,1969
2101,1628
2102,727
2104,580
2104,1880
2136,1217
2153,3015
2200,2260
2213,547
2251,2004
2259,2572
2285,2721
2296,1701
2324,1896
