140,733
-1210,643
877,569
875,539
808,537
-731,483
-700,456
1211,423
-1420,416
484,400
-712,351
-703,342
-176,281
967,239
-367,113
-1133,44
-1133,38
-752,-54
-898,-79
-516,-287
-247,-289
-507,-353
-456,-371
1094,-463
1091,-468
-169,-475
444,-519
429,-538
387,-545
412,-545
-811,-632
-743,-664
767,-664
-795,-687
-729,-713
-496,-742
295,-1089
246,-1115
-153,-1123
-166,-1150
465,1081
844,1053
-358,1037
831,968
-1185,943
174,925
-1068,900
-69,899
1112,881
-273,842
611,839
420,774
796,768
-518,747
-687,736
-836,706
595,706
1372,700
-963,691
1218,679
30,666
176,665
-262,640
373,639
555,627
643,621
679,593
1004,584
-1454,579
706,544
-959,542
-1250,540
-620,538
-1205,535
-1121,534
1495,504
-191,467
296,462
824,458
791,443
207,366
-1410,344
1231,344
-568,317
-5,314
139,301
-71,293
-767,288
-839,246
-889,228
-386,215
1415,214
-986,213
-1020,203
359,182
-565,162
-1085,142
-518,123
-1122,86
-593,22
-235,18
-750,15
738,-3
-1110,-129
1162,-131
467,-134
-116,-161
-1344,-168
-596,-170
-149,-175
1191,-203
226,-211
379,-223
-217,-240
-1239,-301
629,-318
-374,-319
718,-357
758,-357
-1119,-377
-375,-378
-8,-388
-883,-393
477,-408
-310,-414
-768,-423
-126,-425
861,-437
187,-458
-2,-465
227,-469
1306,-494
240,-497
-134,-554
-788,-570
-311,-609
1465,-635
-518,-639
-505,-674
-289,-680
-988,-710
-1394,-722
999,-731
259,-749
300,-749
-332,-765
-496,-855
398,-895
-395,-909
-37,-914
10,-934
1286,-946
424,-956
236,-957
-242,-984
664,-1017
-959,-1021
-886,-1021
-1150,-1040
-1053,-1040
595,-1081
382,-1089
-8,563
1418,559
-385,555
-54,504
-359,-273
-1308,-274
1083,-276
491,-282
-111,-283
-61,-283
-95,-590
799,-1035
683,-1038
14,-1121
