241,1052
-253,980
-1142,939
-1180,929
688,853
641,850
-1264,807
-412,805
-1209,789
-408,775
-1216,772
-1189,736
656,719
-386,718
-360,718
267,673
-1318,644
-1145,643
-41,643
-1125,628
941,623
17,608
-532,571
-1113,522
-1179,506
-1115,495
-662,492
1134,445
1120,432
390,376
-263,350
-287,345
-166,327
-100,321
-90,310
1373,296
1389,296
248,182
509,179
495,145
436,139
-53,113
-100,112
-1224,29
1100,-15
1087,-40
152,-228
-1209,-286
-114,-297
-1212,-309
-984,-318
-948,-318
557,-341
127,-354
1126,-372
557,-373
1112,-391
869,-417
850,-451
-187,-476
894,-476
-988,-482
-205,-496
-708,-511
-638,-585
-1071,-594
-638,-595
-570,-616
-1058,-619
-1364,-629
-1364,-649
1187,-722
111,-726
142,-726
-57,-765
1269,-771
1293,-771
1329,-771
3,-774
737,-809
-376,-814
391,-953
-350,-1087
-422,-1094
114,1156
-312,1154
123,1123
-978,1114
-152,1056
-430,1050
-385,1048
964,1032
-779,1016
58,995
584,983
322,973
193,968
-17,964
-974,958
-913,951
-392,937
-22,924
-260,881
73,856
230,854
-70,841
-734,840
-974,835
-597,834
-788,803
737,784
-252,783
1341,766
1076,765
258,764
135,736
1269,629
-775,628
-180,616
-524,607
1045,598
-287,586
1254,584
1415,568
28,566
1056,559
553,529
213,508
-162,499
-1484,489
555,468
128,456
1056,446
248,441
1252,428
-148,387
248,374
527,372
990,368
-959,367
-1228,352
-417,346
-376,346
906,342
942,329
1192,322
-1540,318
87,310
-1015,295
632,287
720,287
1300,286
-562,285
-1317,279
1493,279
-58,256
1590,255
125,242
819,237
-1123,227
1288,218
331,206
126,198
75,163
1473,157
1111,155
-1444,139
1311,128
818,115
436,65
-210,64
579,45
-1007,40
-1427,18
678,-1
541,-5
1447,-5
892,-24
952,-24
-399,-28
1281,-54
-1535,-114
302,-127
1376,-139
875,-181
1342,-181
1186,-208
957,-222
1011,-231
-924,-241
552,-242
1339,-248
1485,-258
1169,-280
-1449,-281
453,-371
-716,-406
1112,-438
720,-451
495,-455
-520,-457
-929,-465
-640,-486
86,-498
1122,-534
1014,-538
308,-550
598,-558
86,-579
298,-611
794,-615
503,-643
1089,-657
231,-688
817,-700
-1168,-706
470,-740
-409,-745
-1322,-746
-264,-757
-486,-775
-1039,-789
-511,-824
967,-867
209,-871
1118,-872
-1120,-880
-69,-883
-327,-907
1211,-918
-415,-927
54,-960
-1055,-969
594,-1010
-121,-1028
1200,-1078
786,-1097
-824,-1104
-579,-1127
840,-1146
-460,-1156
828,1144
953,1144
-125,1138
-778,1112
282,1105
113,1084
-788,701
1232,677
-974,670
-339,637
-195,-967
615,-980
514,-997
-170,-1003
