1117,937
970,874
979,865
-303,841
-299,823
993,808
326,803
336,780
-357,704
-431,693
17,693
13,678
-610,546
-604,546
-1084,531
424,517
-1085,408
700,405
737,404
-1073,399
-449,345
1186,339
1151,336
-454,321
-51,312
-160,251
673,95
669,83
-648,49
-678,42
1248,17
1265,5
-1323,-70
-1328,-74
-1258,-194
96,-271
997,-287
735,-306
709,-314
850,-322
559,-342
577,-342
658,-359
599,-394
605,-422
1041,-432
1025,-452
990,-480
983,-503
1317,-539
866,-546
885,-546
-1313,-572
-482,-578
982,-579
986,-579
922,-582
804,-606
894,-618
857,-624
-516,-703
-1070,-707
-1049,-707
874,-727
-209,-744
-231,-754
207,-949
976,-1123
964,-1148
-163,1160
-677,1125
831,1100
-1006,1095
-741,1093
-260,1086
138,1079
701,1071
1154,1054
-11,1042
927,1028
564,1027
-444,1007
-282,1005
-549,982
277,978
691,971
86,955
-281,944
236,897
-784,890
67,875
-1033,859
-122,853
-214,850
-681,833
720,816
-1151,798
-953,798
1401,778
-839,764
-279,754
-322,749
-599,745
464,736
1313,727
-963,719
-839,718
811,717
731,703
1133,700
-219,643
-578,628
-1199,602
654,596
-1486,586
-1310,586
1258,568
1374,568
-1071,567
763,567
650,562
1108,554
501,526
295,516
1027,512
912,508
-1356,482
889,482
-34,475
-1523,470
-1407,459
61,459
631,443
688,432
-1400,380
-1013,305
1430,228
-316,220
853,209
205,205
-407,187
344,181
753,178
1020,162
1077,162
-1573,158
1440,154
839,149
1142,143
1403,112
-1435,108
-1335,108
888,88
-1253,82
403,67
960,62
160,56
-1562,26
832,-50
1150,-72
457,-85
301,-103
1562,-113
906,-118
-392,-137
897,-218
-752,-223
960,-228
489,-236
379,-239
351,-254
1364,-258
-301,-263
1199,-290
-1081,-299
268,-300
-776,-302
430,-337
-649,-368
-332,-369
1165,-369
-752,-372
-78,-375
-1428,-384
446,-402
1432,-403
15,-412
-1440,-444
381,-446
749,-457
-163,-470
-643,-486
676,-494
-1171,-496
614,-549
-347,-556
277,-564
-802,-585
783,-586
-962,-608
1447,-612
522,-621
280,-627
381,-627
1460,-641
-173,-661
1271,-669
48,-674
1196,-686
-1438,-687
-738,-705
-925,-708
-88,-716
417,-717
1454,-722
556,-744
-388,-756
-373,-780
-311,-786
921,-792
-535,-795
-59,-796
-8,-798
709,-799
625,-808
1015,-818
1080,-818
-725,-829
-1125,-831
-313,-836
77,-857
-809,-862
-141,-868
454,-872
-1058,-910
-1241,-923
-233,-981
-92,-992
-143,-1013
216,-1015
-233,-1022
621,-1051
-792,-1055
-358,-1058
652,-1084
-814,-1089
-53,-1092
-1134,-1096
236,-1103
-15,-1141
-1033,689
503,687
909,676
-1272,652
-128,648
973,380
1059,374
-322,361
-895,356
285,347
378,347
525,300
459,271
490,-149
1093,-149
790,-178
-706,-191
200,-191
759,-904
-545,-909
