-550,1110
-610,1075
422,1071
-762,1051
422,1047
-626,1026
188,863
-384,777
1396,752
-384,740
-1114,705
-1081,705
88,534
82,519
440,461
505,439
376,432
-145,393
-106,356
-726,327
-98,322
-712,321
391,312
367,310
-1495,307
248,305
391,298
-1420,296
-370,284
-422,283
254,274
-438,247
-704,21
-682,21
-234,-170
737,-210
753,-210
-159,-242
-91,-365
-118,-372
-274,-478
273,-494
1263,-686
-597,-734
543,-748
470,-807
473,-830
213,-834
-275,-879
878,-943
880,-973
-25,-1105
-785,1139
166,1135
-1069,1093
175,1092
934,1058
976,956
-578,939
-771,930
899,927
420,896
-285,892
-133,892
913,887
-41,885
1090,874
742,827
-858,816
-921,772
640,766
953,766
5,756
1315,721
-568,719
-382,700
725,687
-298,657
-131,657
598,635
168,623
-647,615
-708,603
115,603
1337,570
1075,547
-1157,540
-782,536
-737,536
910,526
757,506
-19,491
-1123,490
-416,488
816,455
346,450
1345,447
1426,447
525,435
639,435
-975,428
121,406
-705,379
-498,373
-1168,315
52,276
1404,231
-788,163
-608,154
-450,152
-54,146
-1177,144
651,77
-1290,65
-1244,64
-747,51
-186,30
-856,16
619,5
-426,-27
-1244,-29
396,-30
-842,-74
1516,-81
-996,-84
598,-134
916,-134
1341,-149
-1018,-182
1353,-182
542,-183
841,-190
943,-191
-644,-195
422,-204
1487,-205
-558,-217
6,-227
-1220,-233
-502,-263
1069,-274
-374,-311
181,-354
329,-369
493,-408
1266,-415
-1327,-418
746,-440
11,-443
-903,-506
-1153,-525
-839,-554
-99,-567
409,-595
-705,-618
1078,-637
516,-648
219,-660
-247,-670
962,-674
758,-686
927,-686
-220,-713
4,-726
-431,-751
-396,-774
-984,-775
342,-780
-258,-794
1223,-800
-519,-827
-366,-827
-1349,-855
-109,-876
-59,-876
472,-926
-678,-942
-75,-951
-898,-1027
-809,-1027
-1086,-1029
364,-1048
-213,-1088
243,-1104
879,-1134
398,-1141
560,797
-83,733
714,722
-1510,367
264,113
