6,1154
971,958
594,955
575,941
235,900
246,883
837,872
780,857
749,851
827,839
-990,762
465,719
564,692
559,641
-1191,617
2,599
1469,546
1496,546
-1295,524
562,511
-1252,502
-1264,486
644,485
-448,472
-1518,464
-1510,440
-868,437
-1254,429
-409,395
-479,360
857,309
-1444,307
-1493,298
-845,250
-876,247
1095,237
444,217
481,217
-1449,214
-1450,195
-835,136
-1150,103
-1455,100
-1461,89
-1178,65
-1178,47
-1084,-5
-1042,-8
-1434,-9
-1542,-30
-1532,-40
-765,-44
-1163,-53
-1207,-55
-765,-61
-987,-79
-1162,-87
-1537,-95
-1266,-104
-942,-106
-743,-108
-1107,-120
-1055,-123
-967,-135
-1226,-144
-1025,-144
-1268,-148
-1242,-155
-1036,-156
-908,-164
-977,-168
-1150,-174
-1163,-176
-921,-176
-1265,-179
-1190,-184
-1379,-189
-1257,-194
-1323,-201
-1323,-214
-797,-215
-1138,-224
-587,-234
-1224,-238
-1185,-240
803,-245
-1393,-248
-913,-272
746,-275
-1062,-278
-922,-284
-1066,-296
-911,-315
-910,-317
-1027,-322
-1067,-343
-1350,-378
-1102,-386
-1445,-387
-1350,-390
-1347,-391
-1407,-393
-1160,-403
-1347,-439
-1103,-442
-1141,-445
-1043,-451
-1049,-464
-1216,-487
-1253,-498
88,-546
-1253,-557
-1276,-566
-13,-566
-1233,-582
-1199,-587
-1176,-592
-1188,-598
-795,-661
-404,-667
683,-668
-464,-684
260,-691
1402,-723
1376,-732
-61,-813
-50,-813
-1103,-824
-110,-858
280,-860
-586,-1006
-74,-1030
-374,-1041
-353,-1044
1134,1146
766,1127
501,1112
114,1109
765,1044
-542,1028
-820,999
428,983
403,947
-1138,888
-825,887
-927,884
-79,878
-254,868
-553,852
256,834
-145,824
888,817
-554,813
-1308,808
343,803
511,798
1182,789
-589,786
-174,735
-92,735
785,735
332,732
52,728
-1068,691
-1435,684
-847,669
-1062,657
1149,641
-685,613
-327,529
-1375,517
-1540,506
-18,503
784,469
625,434
1356,410
997,391
-812,374
-553,361
1215,341
1139,326
-1332,288
-596,274
-445,267
-56,249
-1113,237
99,236
171,236
-102,229
-449,223
-158,222
-526,164
1576,146
1373,129
-1348,120
-1582,97
-342,92
-628,84
-716,47
1592,43
-1380,38
-1474,29
-754,2
574,-23
-887,-101
-352,-114
1223,-151
1291,-156
-310,-171
-587,-195
-326,-212
340,-222
-1551,-249
-1497,-281
-330,-313
817,-318
364,-321
-1391,-330
-1233,-333
-603,-358
131,-374
-843,-385
-910,-416
-443,-440
-1362,-454
748,-456
1067,-472
-1454,-482
-653,-485
1368,-485
-739,-523
493,-525
-926,-529
-1038,-559
742,-563
1504,-570
389,-580
871,-588
-764,-602
141,-603
-272,-604
136,-645
-1188,-654
-1146,-660
-1301,-668
-906,-702
369,-726
1102,-750
-851,-802
147,-812
-1166,-858
421,-864
1097,-885
-219,-903
-904,-904
284,-940
70,-1078
-584,-1089
1061,-1120
540,-1126
-585,-1151
-30,459
-1071,458
-955,446
-27,423
1318,381
-1129,364
314,364
955,291
-1370,264
-1244,251
-709,247
313,246
-262,190
1245,174
-1559,148
-1529,136
-1154,133
-1391,131
-701,-475
857,-493
-1110,-506
748,-515
610,-525
-475,-760
-1143,-826
-1339,-858
1375,-862
379,-864
-576,-953
92,-954
-374,-969
-488,-975
823,-978
299,-980
-478,-1063
-197,-1075
834,-1076
-374,-1083
-650,-1085
-423,-1109
518,-1109
