472,1094
749,1052
48,1049
745,1028
709,950
-1257,841
184,788
791,784
207,773
745,652
182,591
-1198,586
769,563
-1210,532
-1091,449
496,447
496,439
1368,352
1399,346
187,324
183,323
963,287
-173,265
416,265
-179,249
519,233
534,233
-239,228
-778,227
624,220
438,192
802,188
-1244,176
796,176
742,172
382,165
-980,164
-1221,147
620,121
596,110
334,106
850,-19
850,-21
-491,-25
-453,-25
-520,-27
-518,-75
1001,-79
983,-94
-522,-107
-328,-228
-258,-237
-314,-238
1350,-255
504,-265
633,-272
964,-286
633,-299
-835,-308
963,-323
370,-356
374,-371
1464,-377
396,-393
-141,-422
13,-457
386,-459
-1056,-465
-1056,-502
-1045,-505
127,-517
106,-564
731,-728
-31,-744
712,-747
-101,-779
671,-785
-72,-836
-101,-860
-31,-869
-59,-901
-1139,-904
362,-934
421,-1079
-930,1140
-267,1104
193,1094
-977,1088
-416,1088
145,1069
-828,1068
-250,1067
1251,1039
-733,1038
-113,1002
25,949
-360,946
791,945
856,945
453,900
-1056,898
-844,887
-727,874
1112,854
1195,852
479,774
-843,757
-267,718
957,695
843,693
-1215,691
-438,691
-548,683
-524,662
501,650
927,649
-795,637
-239,621
263,597
980,581
1255,577
-722,574
649,562
1024,552
-477,540
168,538
-403,515
-348,502
-1227,471
785,461
180,450
253,433
759,418
1098,416
13,414
-681,413
-1228,398
-272,390
-838,389
1493,381
1241,369
1288,369
-1090,340
-775,329
327,323
-264,319
1238,301
-448,299
-631,298
-1117,285
592,285
-1256,275
189,275
-1008,267
-1297,257
-976,252
-1450,249
-1490,238
-1319,214
43,202
-44,195
1589,180
-1063,179
245,175
113,165
1331,133
-242,119
765,103
69,55
1378,47
1213,1
1017,-8
442,-11
627,-18
-1465,-48
-1090,-113
712,-120
525,-121
926,-121
-1531,-127
878,-131
1487,-146
-1389,-154
-1290,-154
-1188,-159
-444,-167
591,-168
-1422,-170
-989,-189
1264,-191
242,-198
524,-204
799,-231
244,-238
985,-263
-389,-291
358,-298
203,-323
1214,-331
178,-345
602,-379
984,-404
592,-423
794,-448
-1337,-452
1133,-455
739,-480
-343,-488
1219,-496
1317,-501
-499,-516
-155,-535
319,-545
-679,-562
1059,-627
960,-632
363,-647
232,-653
-657,-658
936,-658
1235,-661
1387,-668
-328,-685
417,-784
486,-791
1250,-793
252,-817
-706,-824
751,-833
239,-856
664,-857
-506,-864
874,-888
-714,-890
924,-936
-301,-950
154,-985
347,-992
-1173,-996
-1131,-1028
924,-1031
-556,-1048
-301,-1062
543,-1074
-634,-1093
960,-1119
514,-1131
-844,993
1124,981
633,814
20,806
557,803
121,788
887,423
-306,-30
-203,-54
1148,-110
1476,-195
627,-363
866,-678
9,-683
560,-684
97,-694
-879,-706
824,-709
-250,-717
