398,1045
421,1041
451,971
248,941
249,934
-1273,858
-698,842
-698,814
-346,750
-346,738
-198,562
1459,539
1459,512
283,352
-21,167
-28,146
348,68
953,-25
931,-30
604,-211
637,-211
760,-237
785,-237
459,-267
-39,-415
27,-443
-67,-445
-804,-579
-797,-609
185,-776
249,-824
1156,-835
249,-850
-16,-915
1104,-915
255,-1087
-826,1142
-727,1128
857,1092
772,1090
37,1082
-12,1066
-660,1046
-182,1041
-844,1028
-797,1008
-470,1003
-660,974
-864,969
17,955
-8,933
-925,903
-1115,886
-695,886
-113,881
-485,879
-192,873
-877,844
-879,752
-1096,742
-719,733
-887,717
1171,717
-719,686
-671,685
460,685
1124,668
-887,661
-1281,632
577,632
-1116,627
-760,620
313,613
77,607
126,607
-534,566
-69,564
17,564
1111,557
1172,557
-1378,554
-1121,517
-902,467
1533,456
901,446
824,439
-234,423
181,412
-368,399
-84,388
-501,376
-640,371
-565,371
144,360
79,359
24,358
-1480,324
496,313
223,291
-1476,279
-156,270
-944,260
-641,257
-561,252
811,247
129,238
1200,231
1318,228
-95,224
195,210
1432,209
-1319,144
-371,113
-1145,105
791,105
-82,85
599,79
-279,76
-1477,-21
1195,-92
-490,-111
1230,-141
846,-169
922,-173
1474,-174
-1007,-175
349,-186
-82,-208
-725,-211
-864,-224
1446,-224
1229,-226
1500,-238
-679,-256
994,-273
41,-277
1505,-286
-620,-287
293,-287
1009,-302
178,-334
900,-339
597,-351
528,-357
881,-370
147,-372
987,-374
-1215,-375
-1512,-379
-1053,-399
-1421,-410
-1290,-420
-574,-425
694,-430
1339,-436
1370,-559
714,-563
-854,-564
-662,-580
-132,-600
-609,-632
-1279,-663
116,-667
1374,-698
254,-713
-811,-717
480,-722
1207,-727
1027,-741
-730,-743
949,-744
1124,-754
-79,-770
779,-774
57,-784
715,-784
606,-787
-1142,-802
-1188,-805
-286,-808
-730,-816
332,-826
-224,-849
-53,-871
-948,-895
96,-907
-896,-926
508,-928
-537,-933
319,-948
435,-998
732,-1084
1399,809
153,788
-485,776
-415,725
-480,27
1293,-37
1570,-45
-251,-53
-474,-56
415,-458
231,-967
-340,-970
943,-982
550,-987
-168,-1057
124,-1074
