246,959
219,947
1019,902
-585,892
-629,871
1114,869
436,855
668,848
-540,822
612,805
1466,665
1439,660
993,651
1007,632
-1171,566
-1101,545
-531,476
-498,472
68,295
-1547,146
-644,144
-1477,139
-657,136
-630,-51
-636,-54
527,-108
550,-108
-357,-187
-341,-213
154,-423
-672,-448
-93,-465
-1242,-564
2,-581
20,-581
-1061,-900
-1059,-900
-1102,-904
-686,-908
-754,-909
-449,-1029
1088,-1031
-552,-1057
1165,-1061
-442,-1096
182,1093
885,1089
-86,1074
-21,1074
-324,1065
-272,1065
279,1024
52,1022
472,1017
1214,1014
-646,1002
523,970
1198,903
-1301,898
-1139,882
1330,866
-479,808
-364,787
-731,783
-1055,771
375,745
-1269,733
-263,707
-836,690
-106,674
935,672
682,626
-302,623
420,579
1296,553
-884,466
-169,461
-35,460
416,456
-1373,451
140,445
-115,433
103,432
-1549,427
-826,407
-421,402
889,397
-587,349
-935,338
1527,335
-1335,295
605,294
-935,283
-214,280
-719,264
-412,248
206,248
-337,242
-68,202
-919,187
-541,152
-688,84
1305,58
1395,58
-1530,8
-865,7
-447,-18
-1232,-21
393,-35
324,-48
-1058,-71
1584,-79
-564,-121
1498,-132
-968,-166
914,-198
-126,-204
415,-210
-914,-211
449,-225
552,-255
-805,-257
117,-299
-1205,-322
-1191,-362
-297,-364
1314,-383
-213,-409
-797,-410
1065,-411
1279,-413
-957,-449
-407,-485
-286,-485
-452,-486
1065,-490
-629,-525
-1108,-538
-435,-559
-1307,-571
109,-581
173,-583
265,-623
-1345,-624
-1340,-668
-613,-682
-214,-693
-942,-724
-585,-727
-517,-769
-585,-788
1292,-810
1054,-811
354,-830
841,-843
898,-843
560,-880
-82,-918
115,-938
582,-991
136,-1014
-262,-1021
-420,-1029
840,-1061
-115,-1062
54,-1109
430,-1148
-841,-1159
-441,-1168
