30,1497,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
31,1058,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
32,1496,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
34,1058,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
39,1492,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
44,1984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2312,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2661,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,2953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,1779,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1872,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,886,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,2306,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
145,2305,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
162,2739,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
164,2739,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
165,866,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
165,874,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
172,1549,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
174,1546,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
174,1549,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
174,1735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,2299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
174,2300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
175,2299,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
175,2300,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
178,2298,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
187,1521,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
188,970,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
188,972,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
189,977,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
194,1480,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
218,2289,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
220,2175,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
223,2277,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
225,2275,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
227,2272,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
235,1931,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,2251,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
250,2251,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
252,2249,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
255,1426,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
255,1429,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
259,2241,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
261,2239,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
263,2222,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
263,2237,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
264,931,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,2232,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
264,2234,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
268,2781,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,1895,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
363,1921,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
367,2141,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
376,1921,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
382,1361,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
383,2686,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,1361,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
