69,190,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
69,200,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
77,328,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
86,225,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
86,241,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
93,396,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
94,329,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
94,399,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
96,134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,420,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
101,260,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
101,267,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
114,445,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
121,238,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
122,278,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
124,206,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
124,217,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
125,187,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
128,466,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
130,358,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
130,439,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
132,358,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
132,362,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
132,363,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
134,477,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
135,439,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
138,423,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
